NC_027961.1	1	15264	scf_41	25392	40656	-1	99.85
NC_071319.1	57195	1491618	scf_22	4759921	6194350	-1	99.99
NC_071319.1	1491719	5352626	scf_22	898998	4759818	-1	99.99
NC_071319.1	5352727	5727433	scf_22	524180	898895	-1	99.99
NC_071319.1	5707445	5759733	scf_22	491915	544177	-1	99.92
NC_071319.1	5759699	5806996	scf_22	444624	491914	-1	98.56
NC_071319.1	5806989	5808048	scf_22	438213	439273	-1	99.15
NC_071319.1	5808023	5817307	scf_22	428683	437945	-1	97.41
NC_071319.1	5818599	5827200	scf_22	420060	428684	-1	98.69
NC_071319.1	5832161	5857338	scf_22	394924	420065	-1	98.21
NC_071319.1	5857645	5879230	scf_22	373213	394819	-1	98.34
NC_071319.1	5879656	5888792	scf_22	364241	373375	-1	97.13
NC_071319.1	5888787	5892283	scf_22	360369	363837	-1	97.74
NC_071319.1	5892406	5901871	scf_22	350726	360282	-1	95.65
NC_071319.1	5902260	5946788	scf_22	306309	350727	-1	96.66
NC_071319.1	5947017	5950987	scf_22	302265	306280	-1	94.73
NC_071319.1	5950994	5967328	scf_22	285668	302030	-1	97.80
NC_071319.1	5967649	5967856	scf_22	285438	285644	-1	97.61
NC_071319.1	5967684	5976861	scf_22	276135	285372	-1	98.38
NC_071319.1	5976864	5989882	scf_22	262810	275864	-1	97.63
NC_071319.1	5990025	5994092	scf_22	258624	262777	-1	95.71
NC_071319.1	5994125	6004860	scf_22	242176	252963	-1	97.76
NC_071319.1	6006149	6043043	scf_22	205402	242178	-1	97.50
NC_071319.1	6043274	6064277	scf_22	184454	205401	-1	97.31
NC_071319.1	6064287	6074543	scf_22	167567	177808	-1	97.34
NC_071319.1	6074541	6075281	scf_22	166965	167716	-1	97.61
NC_071319.1	6075257	6078545	scf_22	163112	166396	-1	98.91
NC_071319.1	6075283	6083446	scf_22	158194	166370	-1	98.36
NC_071319.1	6083451	6100621	scf_22	140399	157597	-1	99.00
NC_071319.1	6101112	6106134	scf_22	135490	140517	-1	98.71
NC_071319.1	6106391	6111697	scf_22	130043	135402	-1	95.86
NC_071319.1	6111653	6124261	scf_22	117486	130049	-1	99.57
NC_071319.1	6124304	6163086	scf_22	77681	116728	-1	97.82
NC_071319.1	6163082	6163686	scf_22	75632	76241	-1	98.85
NC_071319.1	6163686	6183703	scf_22	54960	74957	-1	96.95
NC_071319.1	6182680	6196252	scf_22	42522	55999	-1	98.65
NC_071319.1	6196152	6214023	scf_22	24744	42562	-1	99.33
NC_071319.1	6242491	6267972	scf_59	25495	17	-1	99.59
NC_071319.1	6258539	6276810	scf_42	12450	30724	-1	99.26
NC_071319.1	6284137	6295841	scf_50	11679	1	-1	99.77
NC_071319.1	6297275	6309970	scf_52	26995	14308	-1	99.47
NC_071319.1	6307617	6316678	scf_66	3495	12555	-1	99.86
NC_071319.1	6310917	6335607	scf_52	24727	18	-1	99.87
NC_071319.1	6316868	6337544	scf_50	34675	14021	-1	99.53
NC_071320.1	41240	52086	scf_13	29378	18577	-1	99.30
NC_071320.1	51552	54900	scf_13	32227	28879	-1	100.00
NC_071320.1	54825	56326	scf_13	33728	32227	-1	100.00
NC_071320.1	55503	1203485	scf_13	1180801	32820	-1	99.99
NC_071320.1	1203486	4148292	scf_13	4125612	1180735	-1	99.99
NC_071320.1	4128300	5272335	scf_13	5249657	4105614	-1	99.99
NC_071321.1	1	4749588	scf_31	15232	4764808	-1	99.99
NC_071321.1	4729207	4762607	scf_31	2212	35605	-1	99.84
NC_071322.1	20613	1067599	scf_15	3640110	4687075	-1	99.99
NC_071322.1	1047610	2394155	scf_15	2313558	3660107	-1	99.99
NC_071322.1	2394082	2830311	scf_15	1877409	2313565	-1	99.98
NC_071322.1	2809702	4686454	scf_15	21295	1898011	-1	99.99
NC_071323.1	23245	2052469	scf_28	2029227	1	-1	99.99
NC_071323.1	2052600	2351164	scf_28	2327793	2029227	-1	99.99
NC_071323.1	2368702	2384216	scf_35	11211	26714	-1	99.92
NC_071323.1	2392360	2418068	scf_28	3822066	3847767	-1	99.90
NC_071323.1	2430511	2463738	scf_28	3788843	3822066	-1	99.97
NC_071323.1	2461229	2484842	scf_54	8409	32021	-1	99.99
NC_071323.1	2474971	2501134	scf_46	1	26150	-1	99.91
NC_071323.1	2502095	2511633	scf_28	3858690	3868229	-1	99.97
NC_071323.1	2518580	3976440	scf_28	2335345	3793138	-1	99.99
NC_071324.1	1	11975	scf_34	106150	118120	-1	99.95
NC_071324.1	3593	15605	scf_15	1	12001	-1	99.87
NC_071324.1	66887	128170	scf_34	35746	97022	-1	99.82
NC_071324.1	116491	180911	scf_4	3200	67640	-1	99.96
NW_026525651.1	47040	137633	scf_37	2	90595	-1	100.00
NW_026525652.1	14246	35694	scf_61	21413	18	-1	99.72
NW_026525652.1	31220	69133	scf_44	1	37921	-1	99.97
NW_026525652.1	73682	78897	scf_23	8295833	8290610	-1	99.77
NW_026525652.1	82384	86959	scf_23	8299952	8295376	-1	99.93
NW_026525653.1	4	26390	scf_45	26387	1	-1	100.00
NW_026525653.1	46455	48530	scf_7	14684	16759	-1	99.61
NW_026525653.1	58002	64095	scf_4	11714034	11707941	-1	99.36
NW_026525654.1	7425	43625	scf_57	6422	42557	-1	99.69
NW_026525654.1	23338	50045	scf_57	2	26694	-1	99.94
NW_026525655.1	1	42198	scf_18	2	42201	-1	99.99
NW_026525656.1	1	29365	scf_63	2	29366	-1	100.00
NW_026525657.1	1	29086	scf_32	2	29087	-1	100.00
NW_026525658.1	1	12935	scf_36	1	12928	-1	99.91
NW_026525658.1	10247	27042	scf_36	21783	38587	-1	99.93
NW_026525659.1	1	11645	scf_27	11653	23297	-1	99.66
NW_026525659.1	12556	22577	scf_27	1656	11667	-1	99.90
NW_026525661.1	1	11797	scf_68	3419	15203	-1	99.90
NW_026525664.1	1	16300	scf_39	34921	51217	-1	99.88
NW_026525664.1	16431	51333	scf_39	18	34921	-1	99.99
NW_026525664.1	43430	318745	scf_25	13249161	13524468	-1	99.99
NW_026525664.1	298753	4350790	scf_25	9217113	13269145	-1	99.99
NW_026525664.1	4350307	4363743	scf_25	9177795	9191207	-1	99.58
NW_026525664.1	4353101	5177010	scf_25	8364536	9188453	-1	99.99
NW_026525664.1	5157024	7919247	scf_25	5622299	8384534	-1	99.99
NW_026525664.1	7899250	13469186	scf_25	72332	5642295	-1	99.99
NW_026525664.1	13466413	13531594	scf_25	9968	75209	-1	99.91
