Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
Bm_chr6	3685088	4212883	Pi_chr9	8587576	8228270	cccccc
Bm_chr6	13670483	13976943	Pi_chr9	2088124	1873307	cccccc
Bm_chr6	13261047	13596034	Pi_chr9	2317090	2121448	cccccc
Bm_chr6	2155477	2449175	Pi_chr9	9635683	9463806	cccccc
Bm_chr6	6515620	6786458	Pi_chr9	6741273	6530911	cccccc
Bm_chr6	4959871	5194076	Pi_chr9	7795452	7657185	cccccc
Bm_chr6	8082937	8220341	Pi_chr9	5602931	5490180	cccccc
Bm_chr6	9225158	9424786	Pi_chr9	4897709	4742766	cccccc
Bm_chr6	15570428	15832228	Pi_chr9	869672	697620	cccccc
Bm_chr6	8720004	8844718	Pi_chr9	5210533	5148119	cccccc
Bm_chr6	11273	149390	Pi_chr9	10560134	10451533	cccccc
Bm_chr6	2561690	2742454	Pi_chr9	9388595	9274955	cccccc
Bm_chr6	14040857	14085670	Pi_chr9	1833459	1802750	cccccc
Bm_chr6	12526132	12677625	Pi_chr9	2737534	2649223	cccccc
Bm_chr6	10949923	10981263	Pi_chr9	3782431	3765178	cccccc
Bm_chr6	4790178	4895936	Pi_chr9	7897381	7834995	cccccc
Bm_chr6	15300344	15400987	Pi_chr9	1060796	970282	cccccc
Bm_chr6	10328166	10452333	Pi_chr9	4189680	4139814	cccccc
Bm_chr6	13018198	13158793	Pi_chr9	2481757	2374181	cccccc
Bm_chr6	1837140	1953539	Pi_chr9	9818457	9755125	cccccc
Bm_chr6	9493182	9559324	Pi_chr9	4691511	4641564	cccccc
Bm_chr6	9615896	9733439	Pi_chr9	4598872	4505408	cccccc
Bm_chr6	12256111	12296982	Pi_chr9	2972167	2941258	cccccc
Bm_chr6	3133472	3290135	Pi_chr9	9055336	8929308	cccccc
Bm_chr6	5593377	5840182	Pi_chr9	7448206	7249876	cccccc
Bm_chr6	11981403	12100308	Pi_chr9	3196084	3119260	cccccc
Bm_chr6	10707952	10810465	Pi_chr9	3997265	3904957	cccccc
Bm_chr6	1262826	1305654	Pi_chr9	10200165	10176250	cccccc
Bm_chr6	11727747	11758578	Pi_chr9	3371528	3344816	cccccc
Bm_chr6	16003228	16053020	Pi_chr9	539623	511182	cccccc
Bm_chr6	11834401	11877951	Pi_chr9	3284036	3257468	cccccc
Bm_chr6	8493498	8601370	Pi_chr9	5363963	5255577	cccccc
Bm_chr6	1422116	1566278	Pi_chr9	10086510	9979923	cccccc
Bm_chr6	16480349	16497290	Pi_chr9	159426	148689	cccccc
Bm_chr6	5895845	6099108	Pi_chr9	7208957	7039553	cccccc
Bm_chr6	12865497	12886903	Pi_chr9	2540704	2530189	cccccc
Bm_chr6	8292625	8314891	Pi_chr9	5440388	5426902	cccccc
Bm_chr6	957555	965372	Pi_chr9	10342611	10337755	cccccc
Bm_chr6	936772	941131	Pi_chr9	10926338	10922738	cccccc
Bm_chr6	4713199	4736970	Pi_chr9	7922529	7906464	cccccc
Bm_chr6	1034225	1052646	Pi_chr9	10306963	10295311	cccccc
Bm_chr6	2029825	2102876	Pi_chr9	9734053	9673722	cccccc
Bm_chr6	9790498	9810224	Pi_chr9	4494029	4482635	cccccc
Bm_chr6	6189865	6306461	Pi_chr9	6973074	6887409	cccccc
Bm_chr6	13498497	13585958	Pi_chr9	2186194	2124364	cccccc
Bm_chr6	4303537	4313728	Pi_chr9	8152363	8138921	cccccc
Bm_chr6	1203956	1209078	Pi_chr9	10250002	10246745	cccccc
Bm_chr6	14497592	14523055	Pi_chr9	1505528	1485422	cccccc
Bm_chr6	12449237	12449435	Pi_chr20	1128989	1129192	cccccc
Bm_chr6	12449362	12449204	Pi_chr20	1130099	1129939	cccccc
Bm_chr6	12449223	12449293	Pi_chr20	1129970	1129045	cccccc
Bm_chr6	12449355	12449358	Pi_chr20	1130107	1129110	cccccc
Bm_chr7	3594299	3594536	Pi_chr2	11019012	11019120	cccccc
Bm_chr7	3594302	3594647	Pi_chr3	7037295	7036971	cccccc
Bm_chr7	3594131	3594578	Pi_chr4	7205022	7207123	cccccc
Bm_chr7	3594300	3594578	Pi_chr4	7204514	7207119	cccccc
Bm_chr7	3594301	3594593	Pi_chr4	7204517	7206656	cccccc
Bm_chr7	3594299	3594578	Pi_chr4	7206949	7204609	cccccc
Bm_chr7	3594299	3594578	Pi_chr4	7206945	7204597	cccccc
Bm_chr7	3594299	3594593	Pi_chr4	7207397	7204800	cccccc
Bm_chr7	3594131	3594513	Pi_chr4	7205581	7204305	cccccc
Bm_chr7	3594157	3594545	Pi_chr12	2060861	2061173	cccccc
Bm_chr7	6426488	6426664	Pi_chr14	9487351	9488475	cccccc
Bm_chr7	9598058	9598189	Pi_chr14	9875903	9876028	cccccc
Bm_chr7	6426639	6426530	Pi_chr14	9487200	9488604	cccccc
Bm_chr7	6426661	6426671	Pi_chr14	418507	418502	cccccc
Bm_chr7	2898947	2907213	Pi_chr15	1698899	1651232	cccccc
Bm_chr7	3594302	3594593	Pi_chr18	6966746	6967074	cccccc
Bm_chr7	5347609	5554228	Pi_chr19	5802666	5975186	cccccc
Bm_chr7	5642315	6009759	Pi_chr19	6041565	6300338	cccccc
Bm_chr7	4553423	4673084	Pi_chr19	5252028	5327447	cccccc
Bm_chr7	1500789	1656388	Pi_chr19	7290959	7373287	cccccc
Bm_chr7	4930238	5033326	Pi_chr19	5506431	5580975	cccccc
Bm_chr7	3613500	3736641	Pi_chr19	8810380	8898539	cccccc
Bm_chr7	456440	590922	Pi_chr19	6600373	6699603	cccccc
Bm_chr7	3396250	3440211	Pi_chr19	8687671	8720494	cccccc
Bm_chr7	6494277	6520753	Pi_chr19	4851990	4874370	cccccc
Bm_chr7	115640	225373	Pi_chr19	6480505	6542647	cccccc
Bm_chr7	708145	895815	Pi_chr19	6769028	6874191	cccccc
Bm_chr7	4232194	4320391	Pi_chr19	5070318	5127011	cccccc
Bm_chr7	1712031	1840719	Pi_chr19	7409280	7501672	cccccc
Bm_chr7	2050708	2110876	Pi_chr19	7675760	7734842	cccccc
Bm_chr7	12892499	12922025	Pi_chr19	841889	880928	cccccc
Bm_chr7	1052963	1195732	Pi_chr19	6985305	7100184	cccccc
Bm_chr7	9632627	9688526	Pi_chr19	2157346	2199783	cccccc
Bm_chr7	2324415	2375101	Pi_chr19	7882653	7929243	cccccc
Bm_chr7	4029981	4094277	Pi_chr19	9063669	9087976	cccccc
Bm_chr7	1920601	1987818	Pi_chr19	7560952	7622013	cccccc
Bm_chr7	6534692	6550581	Pi_chr19	4829796	4840595	cccccc
Bm_chr7	12974780	12993650	Pi_chr19	918423	933639	cccccc
Bm_chr7	12702551	12721550	Pi_chr19	1051778	1055881	cccccc
Bm_chr7	9052939	9324245	Pi_chr19	3281116	3106223	cccccc
Bm_chr7	6631312	7154143	Pi_chr19	4767767	4436392	cccccc
Bm_chr7	7408832	7659101	Pi_chr19	4285557	4115085	cccccc
Bm_chr7	8009197	8212175	Pi_chr19	3878534	3748910	cccccc
Bm_chr7	11046795	11234415	Pi_chr19	2156717	2037498	cccccc
Bm_chr7	13313711	13472517	Pi_chr19	620755	494057	cccccc
Bm_chr7	1016853	1079564	Pi_chr19	7018603	6960024	cccccc
Bm_chr7	9473907	9627422	Pi_chr19	3005710	2894770	cccccc
Bm_chr7	12667136	12882281	Pi_chr19	1083938	950600	cccccc
Bm_chr7	8651599	8706606	Pi_chr19	3482248	3447526	cccccc
Bm_chr7	12489143	12609698	Pi_chr19	1212840	1125729	cccccc
Bm_chr7	12389656	12427957	Pi_chr19	1292581	1252424	cccccc
Bm_chr7	10829652	10883966	Pi_chr19	2288791	2250354	cccccc
Bm_chr7	11920677	11973554	Pi_chr19	1657867	1620411	cccccc
Bm_chr7	6467823	6562765	Pi_chr19	4887427	4823309	cccccc
Bm_chr7	10415784	10497737	Pi_chr19	2543841	2488943	cccccc
Bm_chr7	7795758	7833361	Pi_chr19	4009302	3973415	cccccc
Bm_chr7	13177376	13234184	Pi_chr19	739839	700289	cccccc
Bm_chr7	13818480	13903164	Pi_chr19	174226	98344	cccccc
Bm_chr7	12123665	12184841	Pi_chr19	1512223	1455327	cccccc
Bm_chr7	9179730	9261864	Pi_chr19	3212634	3150644	cccccc
Bm_chr7	9407432	9419235	Pi_chr19	3046976	3038782	cccccc
Bm_chr7	10741492	10755998	Pi_chr19	2358668	2345759	cccccc
Bm_chr7	7712917	7734294	Pi_chr19	4073962	4053410	cccccc
Bm_chr7	7900095	7914891	Pi_chr19	3933968	3923520	cccccc
Bm_chr7	13646645	13670299	Pi_chr19	325408	307355	cccccc
Bm_chr7	13014432	13033887	Pi_chr19	830823	809522	cccccc
Bm_chr7	7282193	7318412	Pi_chr19	4379944	4347239	cccccc
Bm_chr7	3594211	3594596	Pi_chr20	7415044	7415402	cccccc
Bm_chr7	3594131	3594512	Pi_chr21	4797314	4797599	cccccc
Bm_chr7	3594145	3594485	Pi_chr21	3481070	3481470	cccccc
Bm_chr7	3594293	3594506	Pi_chr21	6962910	6963152	cccccc
Bm_chr7	3594131	3594569	Pi_chr29	3624803	3624432	cccccc
Bm_chr7	3594299	3594653	Pi_chr29	3270835	3270483	cccccc
Bm_chr7	3594115	3594491	Pi_chr30	825532	825894	cccccc
Bm_chr7	9598184	9598194	Pi_chr30	933178	933186	cccccc
Bm_chr7	3594170	3594519	NW_026525664.1	7052839	7052546	cccccc
Bm_chr7	3594299	3594650	NW_026525664.1	7616528	7616276	cccccc
Bm_chr8	10844809	10844719	Pi_chr6	5384743	5384831	cccccc
Bm_chr8	10323917	10902682	Pi_chr13	6451969	6850155	cccccc
Bm_chr8	4440235	4800492	Pi_chr13	2687553	2907047	cccccc
Bm_chr8	14072548	14391712	Pi_chr13	8729107	8944983	cccccc
Bm_chr8	9169203	9506498	Pi_chr13	5671917	5883230	cccccc
Bm_chr8	6279774	6469291	Pi_chr13	3862489	3985599	cccccc
Bm_chr8	1574118	1599799	Pi_chr13	1004129	1044203	cccccc
Bm_chr8	1232339	1441323	Pi_chr13	804716	963840	cccccc
Bm_chr8	9921543	10076600	Pi_chr13	6172068	6285382	cccccc
Bm_chr8	13059662	13274455	Pi_chr13	8122609	8260309	cccccc
Bm_chr8	6836424	7027459	Pi_chr13	4237006	4344393	cccccc
Bm_chr8	8505631	8734746	Pi_chr13	5216320	5370878	cccccc
Bm_chr8	14769855	14942773	Pi_chr13	9204839	9347006	cccccc
Bm_chr8	11068497	11275324	Pi_chr13	6918304	7053849	cccccc
Bm_chr8	15805053	15924756	Pi_chr13	9942665	10042380	cccccc
Bm_chr8	12561769	12581830	Pi_chr13	7125869	7148940	cccccc
Bm_chr8	8348065	8441992	Pi_chr13	5098773	5181569	cccccc
Bm_chr8	13793843	14000142	Pi_chr13	8566747	8685315	cccccc
Bm_chr8	10150814	10250703	Pi_chr13	6334932	6410694	cccccc
Bm_chr8	14467553	14532591	Pi_chr13	8978232	9034023	cccccc
Bm_chr8	1972556	2057923	Pi_chr13	1206404	1272627	cccccc
Bm_chr8	15503980	15651604	Pi_chr13	9703866	9841987	cccccc
Bm_chr8	15002597	15168716	Pi_chr13	9379893	9498823	cccccc
Bm_chr8	3196664	3265451	Pi_chr13	2080365	2126604	cccccc
Bm_chr8	15401182	15447073	Pi_chr13	9630090	9667875	cccccc
Bm_chr8	9766632	9792678	Pi_chr13	6065770	6091041	cccccc
Bm_chr8	9561344	9657689	Pi_chr13	5928868	5991482	cccccc
Bm_chr8	842819	1052648	Pi_chr13	543498	677727	cccccc
Bm_chr8	3943645	4063194	Pi_chr13	2467104	2532010	cccccc
Bm_chr8	14677250	14718760	Pi_chr13	9145073	9180524	cccccc
Bm_chr8	3636742	3702051	Pi_chr13	2309635	2350378	cccccc
Bm_chr8	5819658	5893886	Pi_chr13	3618822	3655701	cccccc
Bm_chr8	2290262	2403655	Pi_chr13	1410192	1475790	cccccc
Bm_chr8	6664969	6744401	Pi_chr13	4080162	4200109	cccccc
Bm_chr8	2911419	3004410	Pi_chr13	1867155	1954374	cccccc
Bm_chr8	15295581	15350109	Pi_chr13	9571141	9602632	cccccc
Bm_chr8	5043127	5152958	Pi_chr13	3105635	3191178	cccccc
Bm_chr8	3385484	3487502	Pi_chr13	2182441	2247466	cccccc
Bm_chr8	94885	102965	Pi_chr13	4177	11532	cccccc
Bm_chr8	2118921	2130232	Pi_chr13	1273633	1282491	cccccc
Bm_chr8	5519064	5576964	Pi_chr13	3461238	3506763	cccccc
Bm_chr8	14590935	14620396	Pi_chr13	9086405	9109230	cccccc
Bm_chr8	2638720	2651013	Pi_chr13	1627256	1640487	cccccc
Bm_chr8	13451278	13530846	Pi_chr13	8356188	8418730	cccccc
Bm_chr8	6545752	6589885	Pi_chr13	4031790	4060448	cccccc
Bm_chr8	5427205	5432854	Pi_chr13	3406446	3413656	cccccc
Bm_chr8	8918479	8965512	Pi_chr13	5510415	5551284	cccccc
Bm_chr8	15990212	16037250	Pi_chr13	10115016	10155196	cccccc
Bm_chr8	5648350	5714976	Pi_chr13	3524772	3560805	cccccc
Bm_chr8	1176640	1187909	Pi_chr13	734511	745676	cccccc
Bm_chr8	12896996	12982887	Pi_chr13	8020040	8072184	cccccc
Bm_chr8	15574512	15580851	Pi_chr13	9754025	9761960	cccccc
Bm_chr8	4956364	4961408	Pi_chr13	3020091	3023953	cccccc
Bm_chr8	15243230	15243429	Pi_chr13	9540543	9540739	cccccc
Bm_chr8	296726	354241	Pi_chr13	279797	333247	cccccc
Bm_chr8	13582008	13594830	Pi_chr13	8451293	8461393	cccccc
Bm_chr8	7791155	7795768	Pi_chr13	4654447	4656894	cccccc
Bm_chr8	12835424	12846368	Pi_chr13	7973315	7982623	cccccc
Bm_chr8	12060619	12060684	Pi_chr13	7483842	7485559	cccccc
Bm_chr8	4176504	4232637	Pi_chr13	2582267	2616446	cccccc
Bm_chr8	4582053	4689205	Pi_chr13	2781144	2843576	cccccc
Bm_chr8	11802649	12126690	Pi_chr13	7674067	7447238	cccccc
Bm_chr8	7294269	7394769	Pi_chr13	4948135	4869515	cccccc
Bm_chr8	7029828	7241085	Pi_chr13	5088050	4980303	cccccc
Bm_chr8	15653077	15680892	Pi_chr13	9940209	9923162	cccccc
Bm_chr8	8215715	8327031	Pi_chr13	4429195	4350915	cccccc
Bm_chr8	12511999	12632831	Pi_chr13	7172854	7101571	cccccc
Bm_chr8	13623918	13713011	Pi_chr13	8543151	8480413	cccccc
Bm_chr8	6641276	6678644	Pi_chr13	4091804	4067866	cccccc
Bm_chr8	7847945	7899840	Pi_chr13	4629792	4597456	cccccc
Bm_chr8	7972754	8130819	Pi_chr13	4564665	4451878	cccccc
Bm_chr8	11410012	11428154	Pi_chr13	7911209	7888828	cccccc
Bm_chr8	15780415	15796766	Pi_chr13	9860850	9847431	cccccc
Bm_chr8	10626606	10641018	Pi_chr13	6658250	6652296	cccccc
Bm_chr8	11488255	11522973	Pi_chr13	7836256	7811987	cccccc
Bm_chr8	12192670	12198968	Pi_chr13	7403417	7397611	cccccc
Bm_chr8	7110359	7152505	Pi_chr13	5052211	5017648	cccccc
Bm_chr8	10468665	10486651	Pi_chr13	6552019	6545482	cccccc
Bm_chr8	95377	97157	Pi_chr13	590051	569242	cccccc
Bm_chr8	7581922	7628427	Pi_chr13	4787565	4748498	cccccc
Bm_chr8	12060525	12060684	Pi_chr13	7485916	7483777	cccccc
Bm_chr8	7005249	7006089	Pi_chr13	4326965	4325843	cccccc
Bm_chr8	11892812	11950089	Pi_chr13	7599719	7553971	cccccc
Bm_chr8	11608071	11651722	Pi_chr13	7767674	7750636	cccccc
Bm_chr8	10452677	10460893	Pi_chr13	6543309	6536429	cccccc
Bm_chr8	10844847	10844948	Pi_chr26	4421187	4421259	cccccc
Bm_chr9	16322599	16322625	Pi_chr2	10318123	10318143	cccccc
Bm_chr9	16322582	16322588	Pi_chr2	9586216	9586204	cccccc
Bm_chr9	9256086	9890157	Pi_chr7	6275729	6705822	cccccc
Bm_chr9	13108275	13420629	Pi_chr7	8775739	8980693	cccccc
Bm_chr9	11066777	11434716	Pi_chr7	7500827	7738299	cccccc
Bm_chr9	15399330	15656641	Pi_chr7	10322497	10525755	cccccc
Bm_chr9	11994346	12269361	Pi_chr7	8065704	8241194	cccccc
Bm_chr9	12541772	12697507	Pi_chr7	8463796	8570069	cccccc
Bm_chr9	7029622	7284185	Pi_chr7	3040040	3257068	cccccc
Bm_chr9	7691263	7865883	Pi_chr7	3562031	3666083	cccccc
Bm_chr9	7336094	7553276	Pi_chr7	3290945	3487292	cccccc
Bm_chr9	8945215	9145484	Pi_chr7	6110928	6235061	cccccc
Bm_chr9	11549163	11702921	Pi_chr7	7802906	7918057	cccccc
Bm_chr9	13777746	13878712	Pi_chr7	9184178	9255818	cccccc
Bm_chr9	8079119	8217162	Pi_chr7	3826368	3907112	cccccc
Bm_chr9	14986923	15153729	Pi_chr7	10023132	10158352	cccccc
Bm_chr9	916325	1038287	Pi_chr7	1855813	1962266	cccccc
Bm_chr9	8694113	8788333	Pi_chr7	2947010	3032315	cccccc
Bm_chr9	12419203	12461455	Pi_chr7	8365814	8400112	cccccc
Bm_chr9	3681895	3811304	Pi_chr7	2735075	2816014	cccccc
Bm_chr9	8800317	8895469	Pi_chr7	6019534	6082136	cccccc
Bm_chr9	10570283	10779553	Pi_chr7	7167468	7357623	cccccc
Bm_chr9	8271384	8379583	Pi_chr7	3964253	4046886	cccccc
Bm_chr9	14589631	14717581	Pi_chr7	9705941	9808579	cccccc
Bm_chr9	10883530	10913935	Pi_chr7	7404944	7424262	cccccc
Bm_chr9	11762751	11914835	Pi_chr7	7954486	8037812	cccccc
Bm_chr9	6225667	6238263	Pi_chr7	4716249	4733383	cccccc
Bm_chr9	16778498	16782290	Pi_chr7	11217842	11221406	cccccc
Bm_chr9	16488759	16574230	Pi_chr7	11039169	11082062	cccccc
Bm_chr9	12748898	12810896	Pi_chr7	8602131	8641908	cccccc
Bm_chr9	7940872	7951101	Pi_chr7	3733227	3742809	cccccc
Bm_chr9	10157974	10207675	Pi_chr7	6915725	6952414	cccccc
Bm_chr9	8563647	8640125	Pi_chr7	2817241	2898910	cccccc
Bm_chr9	7011338	7019877	Pi_chr7	7219152	7225993	cccccc
Bm_chr9	8506833	8554182	Pi_chr7	4155927	4185283	cccccc
Bm_chr9	14391435	14453047	Pi_chr7	9612962	9656225	cccccc
Bm_chr9	14315260	14323645	Pi_chr7	9554149	9563128	cccccc
Bm_chr9	13663757	13666596	Pi_chr7	9094355	9098226	cccccc
Bm_chr9	14511451	14532174	Pi_chr7	9679668	9697796	cccccc
Bm_chr9	7636925	7638486	Pi_chr7	3533862	3536160	cccccc
Bm_chr9	13336437	13362626	Pi_chr7	8916729	8943814	cccccc
Bm_chr9	1406871	1418675	Pi_chr7	1533777	1547025	cccccc
Bm_chr9	11495325	11497872	Pi_chr7	7777328	7780140	cccccc
Bm_chr9	2584232	2584298	Pi_chr7	743143	743215	cccccc
Bm_chr9	477820	493004	Pi_chr7	2279254	2295163	cccccc
Bm_chr9	14073282	14079207	Pi_chr7	9385496	9392006	cccccc
Bm_chr9	10397549	10402370	Pi_chr7	7036868	7039566	cccccc
Bm_chr9	9968657	9996144	Pi_chr7	6766658	6789193	cccccc
Bm_chr9	9276950	9296719	Pi_chr7	6293245	6314623	cccccc
Bm_chr9	10675676	10738214	Pi_chr7	7271072	7357623	cccccc
Bm_chr9	6167755	6951142	Pi_chr7	4771281	4205877	cccccc
Bm_chr9	585453	884647	Pi_chr7	2157946	1989769	cccccc
Bm_chr9	5402317	5520117	Pi_chr7	5211188	5143009	cccccc
Bm_chr9	5601334	5724000	Pi_chr7	5100124	5018278	cccccc
Bm_chr9	2556893	2693019	Pi_chr7	762157	679131	cccccc
Bm_chr9	1288996	1504514	Pi_chr7	1639410	1468754	cccccc
Bm_chr9	15703015	15763990	Pi_chr7	10600042	10543546	cccccc
Bm_chr9	4918298	4988206	Pi_chr7	5465278	5415481	cccccc
Bm_chr9	5830446	6026811	Pi_chr7	4974607	4836420	cccccc
Bm_chr9	4345794	4410702	Pi_chr7	5753704	5710856	cccccc
Bm_chr9	1907171	1995419	Pi_chr7	1157976	1101573	cccccc
Bm_chr9	3901493	3976208	Pi_chr7	5978759	5939495	cccccc
Bm_chr9	4465665	4517879	Pi_chr7	5683771	5653894	cccccc
Bm_chr9	2278293	2322849	Pi_chr7	935511	895541	cccccc
Bm_chr9	4576339	4594375	Pi_chr7	5620685	5609398	cccccc
Bm_chr9	12651094	12656340	Pi_chr7	8539012	8533866	cccccc
Bm_chr9	5056396	5072752	Pi_chr7	5387509	5379140	cccccc
Bm_chr9	5288817	5321469	Pi_chr7	5283517	5261104	cccccc
Bm_chr9	238255	255376	Pi_chr7	2526859	2517557	cccccc
Bm_chr9	16573018	16590127	Pi_chr7	11083131	11071872	cccccc
Bm_chr9	2584246	2684254	Pi_chr7	743157	690485	cccccc
Bm_chr9	3246462	3268828	Pi_chr7	293879	277827	cccccc
Bm_chr9	3577201	3634757	Pi_chr7	137710	102430	cccccc
Bm_chr9	8181873	8186755	Pi_chr7	3889994	3885437	cccccc
Bm_chr9	2949698	2955530	Pi_chr7	500748	492211	cccccc
Bm_chr9	6084694	6093272	Pi_chr7	4809287	4803622	cccccc
Bm_chr9	78266	92441	Pi_chr7	2589143	2579317	cccccc
Bm_chr9	8506763	8506564	Pi_chr7	4155988	4156184	cccccc
Bm_chr9	29144	46914	Pi_chr7	2695240	2645278	cccccc
Bm_chr9	13643276	13645887	Pi_chr19	1791125	1791929	cccccc
Bm_chr10	8381124	9646725	Pi_chr3	5872917	6731882	cccccc
Bm_chr10	10977406	11378557	Pi_chr3	7605180	7956655	cccccc
Bm_chr10	7774122	8317686	Pi_chr3	5479594	5829223	cccccc
Bm_chr10	12091957	12503708	Pi_chr3	8422676	8707864	cccccc
Bm_chr10	15607786	16087848	Pi_chr3	10576960	10885340	cccccc
Bm_chr10	14059282	14722271	Pi_chr3	9632950	10006616	cccccc
Bm_chr10	10323036	10896911	Pi_chr3	7142039	7552172	cccccc
Bm_chr10	6710587	7038457	Pi_chr3	4737419	4962584	cccccc
Bm_chr10	7357936	7714418	Pi_chr3	5191750	5441946	cccccc
Bm_chr10	5110406	5499048	Pi_chr3	3666037	3961209	cccccc
Bm_chr10	16743413	17145209	Pi_chr3	11450079	11764960	cccccc
Bm_chr10	13429158	13673831	Pi_chr3	9200746	9355336	cccccc
Bm_chr10	3696808	3934923	Pi_chr3	2800532	2965898	cccccc
Bm_chr10	1772838	1962643	Pi_chr3	1391869	1583036	cccccc
Bm_chr10	2801889	3133878	Pi_chr3	2209293	2464117	cccccc
Bm_chr10	6055190	6392990	Pi_chr3	4278218	4529869	cccccc
Bm_chr10	4130242	4311459	Pi_chr3	3097032	3250968	cccccc
Bm_chr10	9818854	9955754	Pi_chr3	6820712	6923023	cccccc
Bm_chr10	10124643	10230672	Pi_chr3	7021423	7097917	cccccc
Bm_chr10	12564792	12659138	Pi_chr3	8751626	8795468	cccccc
Bm_chr10	6571170	6650029	Pi_chr3	4633528	4707567	cccccc
Bm_chr10	11451025	11612041	Pi_chr3	8014841	8135687	cccccc
Bm_chr10	13153410	13253635	Pi_chr3	9060978	9121165	cccccc
Bm_chr10	2420683	2592818	Pi_chr3	1902479	2071592	cccccc
Bm_chr10	525420	641880	Pi_chr3	417656	511898	cccccc
Bm_chr10	4354223	4407975	Pi_chr3	3223117	3284581	cccccc
Bm_chr10	4007210	4049889	Pi_chr3	3005106	3037494	cccccc
Bm_chr10	2201225	2276323	Pi_chr3	1783878	1840748	cccccc
Bm_chr10	11812305	11939458	Pi_chr3	8252426	8338070	cccccc
Bm_chr10	1533982	1647102	Pi_chr3	1201740	1293084	cccccc
Bm_chr10	1001548	1161973	Pi_chr3	820513	925465	cccccc
Bm_chr10	16173628	16211360	Pi_chr3	10968533	11004287	cccccc
Bm_chr10	5732246	5812022	Pi_chr3	4079366	4130575	cccccc
Bm_chr10	10989440	11252239	Pi_chr3	7616255	7821844	cccccc
Bm_chr10	15141153	15350195	Pi_chr3	10308680	10466363	cccccc
Bm_chr10	5001185	5054038	Pi_chr3	3590192	3624154	cccccc
Bm_chr10	86825	104119	Pi_chr3	131420	137884	cccccc
Bm_chr10	12264640	12429746	Pi_chr3	8525598	8662094	cccccc
Bm_chr10	1292395	1482419	Pi_chr3	1007045	1159911	cccccc
Bm_chr10	3550687	3635562	Pi_chr3	2714011	2768749	cccccc
Bm_chr10	12961656	13019838	Pi_chr3	8967224	8996348	cccccc
Bm_chr10	7155781	7169368	Pi_chr3	5054024	5065817	cccccc
Bm_chr10	833266	950278	Pi_chr3	669108	772035	cccccc
Bm_chr10	15434802	15494771	Pi_chr3	10524852	10572258	cccccc
Bm_chr10	11303979	11378621	Pi_chr3	7885198	7956729	cccccc
Bm_chr10	13749065	13753678	Pi_chr3	9406745	9411165	cccccc
Bm_chr10	10016672	10058992	Pi_chr3	6963346	6971765	cccccc
Bm_chr10	2332396	2386558	Pi_chr3	1871412	1923920	cccccc
Bm_chr10	4755598	4780837	Pi_chr3	3454220	3467703	cccccc
Bm_chr10	17542698	17584523	Pi_chr3	11989720	12010060	cccccc
Bm_chr10	14894945	14963671	Pi_chr3	10122100	10160006	cccccc
Bm_chr10	4461505	4527510	Pi_chr3	3324190	3345517	cccccc
Bm_chr10	17224581	17275301	Pi_chr3	11818805	11850601	cccccc
Bm_chr10	6474591	6491064	Pi_chr3	4577835	4583584	cccccc
Bm_chr10	8394565	8465667	Pi_chr3	5885967	5959474	cccccc
Bm_chr10	5997973	5998772	Pi_chr3	4246976	4247760	cccccc
Bm_chr10	15655698	15699645	Pi_chr3	10606227	10638441	cccccc
Bm_chr10	8070945	8130960	Pi_chr3	5693640	5722165	cccccc
Bm_chr10	16292109	16402079	Pi_chr3	11060469	11158392	cccccc
Bm_chr10	4298224	4365055	Pi_chr3	3258614	3215080	cccccc
Bm_chr10	17070023	17138823	Pi_chr3	11755402	11703785	cccccc
Bm_chr10	2344131	2441857	Pi_chr3	1949446	1883938	cccccc
Bm_chr10	5142161	5203883	Pi_chr3	3732823	3686832	cccccc
Bm_chr10	10989409	10990803	Pi_chr3	7616286	7614940	cccccc
Bm_chr10	17560874	17588314	Pi_chr3	12031099	12004972	cccccc
Bm_chr10	4561421	4576275	Pi_chr3	3434128	3423353	cccccc
Bm_chr10	6387585	6396444	Pi_chr3	4530731	4526220	cccccc
Bm_chr10	11503095	11513490	Pi_chr3	8058412	8054269	cccccc
Bm_chr10	12348574	12349665	Pi_chr3	8588798	8587837	cccccc
Bm_chr10	12261628	12264656	Pi_chr3	8526700	8525582	cccccc
Bm_chr10	8667055	8671767	Pi_chr3	6073982	6068319	cccccc
Bm_chr10	3387652	3393652	Pi_chr3	2619542	2616012	cccccc
Bm_chr10	1223550	1223574	Pi_chr3	967615	967600	cccccc
Bm_chr11	17931021	17930914	Pi_chr5	7784114	7784216	cccccc
Bm_chr11	15105363	15105414	Pi_chr7	217944	217995	cccccc
Bm_chr11	17930714	17931022	Pi_chr7	10916796	10916483	cccccc
Bm_chr11	17930864	17931022	Pi_chr9	1169411	1169573	cccccc
Bm_chr11	6348737	6634884	Pi_chr10	8865208	9054094	cccccc
Bm_chr11	6827933	7216539	Pi_chr10	9196325	9468229	cccccc
Bm_chr11	15896827	16119809	Pi_chr10	2770603	2951945	cccccc
Bm_chr11	15356281	15587160	Pi_chr10	2366583	2524364	cccccc
Bm_chr11	16578962	16640953	Pi_chr10	3212047	3259602	cccccc
Bm_chr11	7550672	7820287	Pi_chr10	9757169	9953919	cccccc
Bm_chr11	11746294	11849589	Pi_chr10	5795997	5869578	cccccc
Bm_chr11	7318350	7476624	Pi_chr10	9572200	9697764	cccccc
